"","LotArea","Neighborhood","OverallQual","OverallCond","YearBuilt","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","Fireplaces","GarageArea","PoolArea","EnclosedPorch","OpenPorchSF","SalePrice"
"1352",7176,"Sawyer",6,6,1978,960,"Y",1040,NA,1040,1,0,1,616,0,0,0,178498
"1353",9662,"Sawyer",5,4,1977,1967,"Y",1967,0,1967,2,0,0,580,0,0,0,224323
"1354",8235,"Sawyer",5,4,1977,1949,"Y",1949,0,1949,2,0,0,586,0,0,0,218200
"1355",17529,"Sawyer",5,5,1924,872,"N",872,0,872,1,0,1,322,0,116,0,182283
"1356",20355,"ClearCr",7,6,1967,1865,"Y",1830,NA,1830,1,0,2,521,0,168,115,190054
"1357",13050,"ClearCr",5,6,1963,1000,"Y",1000,NA,1000,1,0,2,575,0,148,0,160192
"1358",10820,"Sawyer",5,7,1971,782,"Y",810,NA,810,1,0,0,576,0,0,0,171289
"1359",1700,"ClearCr",7,5,1980,430,"Y",880,680,1700,2,1,0,450,0,0,36,151131
"1360",9375,"Edwards",4,5,1954,967,"Y",1350,0,1350,1,1,1,504,0,0,0,181721
"1361",6488,"Edwards",5,5,1942,799,"N",799,351,1150,1,0,2,215,0,0,0,172725
"1362",19950,"Edwards",6,7,1928,672,"Y",1337,672,2009,2,0,2,795,0,0,42,222438
"1363",19800,"Edwards",6,8,1935,1836,"Y",1836,1836,3672,3,1,2,836,0,32,80,235419
"1364",11679,"Edwards",5,5,1962,1776,"Y",1560,0,1560,2,0,1,528,0,144,253,185150
"1365",12048,"Edwards",5,6,1952,NA,"Y",1488,0,1488,1,0,1,569,0,36,189,184772
"1366",10519,"Edwards",5,8,1955,1057,"Y",1057,0,1057,1,0,0,288,0,0,0,180658
"1367",9525,"Edwards",6,5,1953,1000,"Y",1068,541,1609,1,1,0,305,0,0,0,209673
"1368",12128,"SawyerW",6,4,1989,868,"Y",1313,1246,2559,2,1,1,506,0,0,245,205939
"1369",9069,"SawyerW",6,8,1993,1344,"Y",1440,NA,1440,2,0,0,920,0,0,0,165633
"1370",11003,"CollgCr",7,5,2005,1308,"Y",1308,568,1876,2,1,0,848,0,0,40,186030
"1371",7488,"CollgCr",7,5,2005,1208,"Y",1208,0,1208,2,0,0,632,0,0,58,160312
"1372",13377,"CollgCr",6,5,2006,1836,"Y",1846,NA,1846,2,0,1,495,0,0,32,190702
"1373",11645,"CollgCr",8,5,2005,1570,"Y",1590,NA,1590,2,1,0,754,0,0,80,175122
"1374",10984,"CollgCr",7,5,2005,945,"Y",945,864,1809,2,1,0,638,0,0,54,183783
"1375",9316,"CollgCr",7,5,2005,1614,"Y",1614,0,1614,2,0,1,576,0,0,45,178290
"1376",9316,"CollgCr",7,5,2005,784,"Y",784,812,1596,2,1,0,610,0,0,45,181605
"1377",12000,"ClearCr",6,5,1968,1388,"Y",1388,NA,1388,2,0,1,522,0,0,58,187992
"1378",13015,"CollgCr",5,6,1996,1100,"Y",1100,0,1100,1,1,0,462,0,0,0,188885
"1379",12438,"CollgCr",6,5,1995,781,"Y",795,704,1499,2,1,1,473,0,0,91,189959
"1380",8685,"CollgCr",7,5,1998,1425,"Y",1425,NA,1425,2,0,0,591,0,0,130,179258
"1381",9272,"CollgCr",7,5,1999,842,"Y",856,893,1749,2,1,0,515,0,0,85,181518
"1382",13426,"CollgCr",7,5,1999,951,"Y",951,828,1779,2,1,1,586,0,0,107,193008
"1383",8340,"CollgCr",6,6,1977,675,"Y",686,702,1388,1,1,0,317,0,0,36,186313
"1384",10385,"CollgCr",6,6,1978,995,"Y",1282,0,1282,2,0,0,672,0,0,0,181499
"1385",7200,"CollgCr",5,8,1972,864,"Y",864,0,864,1,0,0,297,0,0,0,174126
"1386",9930,"CollgCr",7,5,2002,826,"Y",878,884,1762,2,1,0,591,0,0,54,183918
"1387",9468,"CollgCr",6,5,1999,840,"Y",840,915,1755,2,1,1,530,0,0,73,184114
"1388",11088,"CollgCr",8,5,2002,1348,"Y",1358,NA,1358,1,1,1,418,0,0,166,158540
"1389",8726,"CollgCr",7,5,2002,872,"Y",872,1037,1909,2,1,0,529,0,0,108,197034
"1390",10566,"CollgCr",8,5,1999,1090,"Y",1090,1124,2214,2,1,1,646,0,0,80,185170
"1391",21533,"CollgCr",7,5,1996,1065,"Y",1065,984,2049,2,1,1,467,0,0,48,221134
"1392",11250,"CollgCr",7,5,1998,1054,"Y",1070,869,1939,2,1,1,555,0,0,84,184306
"1393",11250,"CollgCr",7,5,1995,930,"Y",950,1045,1995,2,1,1,610,0,0,170,199792
"1394",4435,"CollgCr",6,5,2003,848,"Y",848,NA,848,1,0,0,420,0,0,0,143237
"1395",8810,"CollgCr",7,5,2003,1390,"Y",1390,NA,1390,2,0,0,545,0,0,68,177294
"1396",8581,"CollgCr",7,5,2006,851,"Y",851,886,1737,2,1,0,578,0,0,105,182368
"1397",8400,"CollgCr",7,5,2005,784,"Y",784,827,1611,2,1,0,572,0,0,36,176487
"1398",8772,"CollgCr",7,5,2005,1336,"Y",1336,NA,1336,2,0,0,502,0,0,43,183849
"1399",8777,"Edwards",4,6,1910,676,"Y",760,676,1436,2,0,0,528,0,0,0,184964
"1400",7840,"Edwards",6,5,1975,976,"Y",1012,0,1012,2,0,0,0,0,0,0,196395
"1401",16133,"Edwards",5,4,1969,1176,"Y",1176,NA,1176,1,0,0,360,0,0,92,188374
"1402",7162,"Edwards",7,5,2003,796,"Y",806,918,1724,2,1,1,616,0,0,57,176261
"1403",8050,"Edwards",6,5,2002,914,"Y",914,NA,914,1,0,0,0,0,0,0,163628
"1404",11060,"Edwards",7,5,2003,1150,"Y",1164,1150,2314,2,1,1,502,0,0,274,180618
"1405",3675,"Edwards",6,5,2005,547,"Y",1072,NA,1072,1,0,0,525,0,0,44,161647
"1406",2522,"Edwards",7,5,2004,970,"Y",970,739,1709,2,0,0,380,0,0,40,167129
"1407",6956,"Edwards",4,7,1948,624,"Y",624,312,936,1,0,0,265,0,0,0,174750
"1408",7822,"Edwards",6,3,1915,832,"Y",846,492,1338,2,0,0,528,0,208,0,177560
"1409",8707,"Edwards",4,5,1924,1093,"N",1093,576,1669,1,1,0,288,0,56,0,192577
"1410",16012,"Edwards",4,4,1954,954,"Y",1482,0,1482,2,0,1,609,0,0,30,199202
"1411",8248,"Edwards",4,4,1922,864,"N",964,0,1414,1,0,1,0,0,112,0,182818
"1412",8088,"Edwards",2,3,1922,498,"N",498,0,498,1,0,0,216,0,100,0,148217
"1413",11388,"Edwards",4,7,1910,616,"N",1055,218,1273,1,0,0,275,0,0,0,188997
"1414",10890,"SWISU",5,5,1938,1058,"Y",1058,493,1551,2,0,0,240,0,0,0,185807
"1415",6430,"SWISU",6,6,1945,780,"N",816,524,1340,1,0,0,440,0,0,0,177030
"1416",7000,"SWISU",7,8,1926,624,"Y",743,736,1479,1,0,2,312,0,56,0,175942
"1417",4899,"SWISU",6,8,1920,755,"Y",755,755,1510,1,0,0,216,0,164,0,172912
"1418",9399,"Crawfor",7,8,1919,818,"Y",818,818,1636,1,1,1,288,0,212,0,198359
"1419",10164,"SWISU",5,5,1939,992,"Y",992,473,1465,2,0,2,240,0,0,126,184379
"1420",6191,"SWISU",5,4,1941,824,"N",824,464,1288,1,0,0,240,0,0,0,194255
"1421",21780,"Crawfor",6,5,1920,817,"Y",940,610,1550,1,1,1,318,0,429,0,209449
"1422",12400,"Crawfor",5,6,1940,901,"Y",1125,592,1717,1,1,1,410,0,0,0,169979
"1423",8170,"Crawfor",7,7,1929,1022,"Y",1122,549,1671,2,0,1,451,0,0,0,188206
"1424",12320,"Crawfor",7,7,1932,637,"Y",959,650,1609,1,1,2,579,0,0,0,186412
"1425",14210,"Crawfor",6,7,1930,697,"Y",1104,697,1801,1,1,1,365,0,0,90,196761
"1426",15600,"Crawfor",5,7,1950,1168,"Y",1278,1037,2315,2,0,3,342,0,0,0,208353
"1427",7288,"IDOTRR",5,6,1942,976,"N",976,NA,976,1,0,0,215,0,0,0,166548
"1428",7000,"IDOTRR",6,7,1926,861,"Y",861,424,1285,1,0,0,506,0,132,0,175942
"1429",8534,"IDOTRR",4,4,1925,432,"N",672,0,672,1,0,0,0,0,112,0,166790
"1430",7030,"IDOTRR",4,6,1925,641,"Y",641,0,641,1,0,0,272,0,70,0,160515
"1431",9060,"IDOTRR",6,5,1957,967,"Y",967,671,1638,2,0,0,384,0,0,21,192167
"1432",12366,"IDOTRR",3,5,1945,NA,"N",729,0,729,1,0,0,0,0,23,0,178751
"1433",9000,"IDOTRR",5,6,1951,660,"N",1060,336,1396,2,0,0,0,0,0,0,198678
"1434",8520,"IDOTRR",3,5,1916,216,"N",576,360,936,1,0,0,0,0,0,0,164553
"1435",5748,"Crawfor",8,5,2005,1573,"Y",1778,NA,1778,2,0,1,495,0,0,53,156887
"1436",3842,"Crawfor",8,5,2004,1594,"Y",1646,NA,1646,2,0,1,525,0,0,53,164185
"1437",23580,"Mitchel",6,6,1979,1625,"Y",1625,0,1625,2,0,1,576,0,0,28,212992
"1438",8385,"Mitchel",6,5,1978,1664,"Y",1664,0,1664,2,0,0,616,0,0,0,197468
"1439",9116,"Mitchel",8,5,2001,1491,"Y",1491,0,1491,2,0,0,490,0,0,100,180106
"1440",11080,"Mitchel",6,6,1975,1128,"Y",1210,NA,1210,2,0,0,528,0,0,0,183972
"1441",50102,"Timber",6,5,1958,1632,"Y",1650,NA,1650,1,0,2,518,0,0,0,245283
"1442",8098,"Timber",6,5,2000,1381,"Y",1403,NA,1403,2,0,0,470,0,0,173,170351
"1443",13618,"Timber",8,5,2005,1728,"Y",1960,NA,1960,2,0,2,714,0,0,38,195596
"1444",11577,"Timber",9,5,2005,1838,"Y",1838,NA,1838,2,0,1,682,0,0,225,189369
"1445",31250,"Mitchel",1,3,1951,NA,"Y",1600,0,1600,1,1,0,270,0,135,0,223667
"1446",7020,"Mitchel",7,5,1997,1288,"Y",1368,NA,1368,2,0,0,784,0,0,48,169335
"1447",2665,"MeadowV",5,6,1977,264,"Y",616,688,1304,1,1,1,336,0,0,0,167411
"1448",10172,"Mitchel",5,7,1968,864,"Y",874,NA,874,1,0,0,288,0,0,120,187709
"1449",11836,"Mitchel",5,5,1970,1652,"Y",1652,0,1652,2,0,0,928,0,0,0,196526
"1450",1470,"MeadowV",4,6,1970,630,"Y",630,NA,630,1,0,0,0,0,0,0,137402
"1451",1484,"MeadowV",4,4,1972,546,"Y",546,546,1092,1,1,0,253,0,0,0,165086
"1452",13384,"Mitchel",5,5,1969,1104,"Y",1360,NA,1360,1,0,1,336,0,0,0,188506
"1453",1533,"MeadowV",4,5,1970,546,"Y",546,546,1092,1,1,0,286,0,0,0,172917
"1454",1526,"MeadowV",4,5,1970,546,"Y",546,546,1092,1,1,0,0,0,0,34,166274
"1455",1936,"MeadowV",4,7,1970,546,"Y",546,546,1092,1,1,0,0,0,0,0,167081
"1456",1894,"MeadowV",4,5,1970,546,"Y",546,546,1092,1,1,0,286,0,0,24,164788
"1457",20000,"Mitchel",5,7,1960,1224,"Y",1224,NA,1224,1,0,1,576,0,0,0,219222
"1458",10441,"Mitchel",5,5,1992,912,"Y",970,0,970,1,0,0,0,0,0,32,184924
"1459",9627,"Mitchel",7,5,1993,996,"Y",996,1004,2000,2,1,1,650,0,0,48,187741
